Year,Which languages are you proficient in?,What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,What types of purchases are you involved in?,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",What type of project are you developing?,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
2011,"JavaScript, CSS, PHP, SQL, C#",Other Europe,,20-24,41435,Web Services,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Web Platform,Windows 7,So happy it hurts,"<$20,000","Blackberry, Xbox",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, Python, Ruby, SQL, C#, C++, C, Perl, R VB",United States of America,Maryland,30-34,11,Healthcare,"Fortune 1000 (1,000+)",Embedded Application Developer,Unless it's stoopid it gets done,Influencer,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","$41,000 - $75,000",Other,Linux,I enjoy going to work,"$100,000 - $120,000","Other Smart Phone, Kindle, HDTV, iPad, Xbox, Wii, Other gaming system","$501-$1,000",Stack Overflow
2011,Java,Other Asia,,25-29,11,Consulting,Mature Small Business (25-100),Server Programmer,It's been known to happen,Recommender,"Servers, Consultants",Don't know,Enterprise,Windows XP,I'm not happy in my job,"$20,000 - $40,000",Other netbook,$251-$500,Stack Overflow
2011,"Java, C++, C",Other Europe,,30-34,11,Fice / Banking,Mature Small Business (25-100),Server Programmer,It's been known to happen,Recommender,Software,Don't know,Other,Linux,I enjoy going to work,"$80,000 - $100,000","iPhone, Other Smart Phone, HDTV, Wii, Other gaming system","$2,001-$3,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, Coldfusion",United States of America,Kentucky,< 20,41310,Other,"Other (not working, consultant, etc.)",Other,It's been known to happen,No Involvement,,,Other,Windows XP,I'm not happy in my job,Student / Unemployed,Other gaming system,<$100,Programmers Stack Exchange
2011,"JavaScript, CSS, PHP, SQL",United States of America,Colorado,20-24,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","<$10,000",SaaS,Mac OS X,So happy it hurts,"$20,000 - $40,000","iPhone, Mac book pro","$1,001-$2,000",Stack Overflow
2011,,Other Europe,,20-24,41310,Consulting,"Other (not working, consultant, etc.)",IT Staff / System Administrator,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser, Check Writer, No Involvement","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other",Don't know,,,,,,,
2011,"Java, JavaScript, CSS, Python, SQL",Other Europe,,35-39,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","iPhone, Android, Other gaming system","$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, C#",Other Europe,,20-24,41310,Healthcare,Mature Small Business (25-100),Web Application Developer,I run this place,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Other",Don't know,Web Platform,Windows Vista,I enjoy going to work,"$20,000 - $40,000","Android, Other gaming system",$251-$500,Stack Overflow
2011,Java,India,,20-24,41310,Healthcare,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,No Involvement,,,Enterprise,Windows XP,It pays the bills,"<$20,000",Regular Mobile Phone,$100-$250,Stack Overflow
2011,"Java, PHP, SQL, C#, C++, C",Canada,,20-24,41310,Education,Student,Student,It's been known to happen,No Involvement,Software,Don't know,Other,Mac OS X,I enjoy going to work,Student / Unemployed,"Blu-Ray, PS3",$251-$500,Stack Overflow
2011,"JavaScript, C#",Germany,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,,"Recommender, Approver",Software,"$10,001 - $25,000, $25,001 - $40,000",Web Platform,Windows XP,I enjoy going to work,,,"$501-$1,000",Stack Overflow
2011,"Java, SQL, C, Perl",Germany,,35-39,41435,Software Products,Start Up (1-25),Server Programmer,It's been known to happen,Recommender,Software,"$10,001 - $25,000",Enterprise,Linux,I enjoy going to work,"$40,000 - $60,000",Regular Mobile Phone,"$501-$1,000",Stack Overflow
2011,"SQL, C#, C, obj-c , vba",Other Europe,,35-39,11,Fice / Banking,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,"Recommender, No Involvement",Other,Don't know,Mobile,Mac OS X,It pays the bills,"$60,000 - $80,000","iPhone, iPad","$1,001-$2,000",Stack Overflow
2011,C,India,,20-24,41310,Software Products,"Fortune 1000 (1,000+)",Embedded Application Developer,Unless it's stoopid it gets done,Recommender,"Software, User Equipment: Monitors, PCs, Laptops",Don't know,Other,Windows XP,I enjoy going to work,"$20,000 - $40,000",Regular Mobile Phone,"$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#",United States of America,Connecticut,25-29,41435,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,Software,Don't know,Web Platform,Windows 7,So happy it hurts,"$100,000 - $120,000","Blu-Ray, HDTV, PS3, Xbox","$501-$1,000",Stack Overflow
2011,"CSS, PHP, Python, Ruby, SQL, C, lisp",Germany,,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,I run this place,Purchaser,"Servers, User Equipment: Monitors, PCs, Laptops","<$10,000",Web Platform,Linux,I enjoy going to work,"$20,000 - $40,000","Android, Other netbook, Xbox","$501-$1,000",Stack Overflow
2011,"JavaScript, CSS, PHP, Python, SQL, C, Perl, Lisp, Haskell, Prolog",Australia,,20-24,41310,Web Services,Student,Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","$10,001 - $25,000, $25,001 - $40,000",Web Platform,Linux,It pays the bills,"$20,000 - $40,000","iPhone, Other netbook","$501-$1,000",Stack Overflow
2011,"Java, C#",United Kingdom,,30-34,11,Advertising,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender",Software,Don't know,Mobile,Linux,So happy it hurts,">$140,000","Android, Other Smart Phone, Kindle, Blu-Ray, HDTV, Other netbook, PS3, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS",Other Europe,,25-29,41310,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,I run this place,"Influencer, Recommender, Purchaser","Software, User Equipment: Monitors, PCs, Laptops","$10,001 - $25,000",Web Platform,Linux,I enjoy going to work,">$140,000","iPhone, Android, Kindle, HDTV, PS3",">$3,000",Stack Overflow
2011,"CSS, Python, C++, C",United Kingdom,,30-34,41435,Gaming,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,"Influencer, No Involvement",Software,Don't know,Other,Linux,I enjoy going to work,"$40,000 - $60,000","Other Smart Phone, Kindle, Other gaming system","$1,001-$2,000",Stack Overflow
2011,Java,India,,20-24,<2,Other,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,No Involvement,,,Mobile,Windows XP,I enjoy going to work,"<$20,000","Android, Blackberry, Regular Mobile Phone",$251-$500,Stack Overflow
2011,"JavaScript, CSS, PHP, C++, C, R",France,,30-34,41435,Other,"Fortune 1000 (1,000+)",Other,It's been known to happen,"Recommender, Purchaser",Other,Don't know,Other,Linux,So happy it hurts,"$20,000 - $40,000",Other Smart Phone,"$2,001-$3,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#",Russia,,20-24,41435,Software Products,Start Up (1-25),Web Application Developer,Once in a blue moon,Purchaser,"Hardware, Servers, Software","<$10,000",Web Platform,Windows 7,I enjoy going to work,,"Android, Other Smart Phone, HDTV, Other netbook",$100-$250,Stack Overflow
2011,"JavaScript, CSS, PHP, Python, Ruby, SQL, C#",Other Europe,,20-24,41435,Fice / Banking,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,"Influencer, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","$25,001 - $40,000",Enterprise,Windows 7,I enjoy going to work,"$40,000 - $60,000","iPhone, HDTV, Other netbook, PS3",">$3,000",Stack Overflow
2011,"JavaScript, CSS, PHP, SQL, C#, C++, Perl",United States of America,Virginia,25-29,41435,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,Influencer,"Servers, Software, Consultants",Don't know,Enterprise,Windows 7,I enjoy going to work,"$80,000 - $100,000",Regular Mobile Phone,$251-$500,Stack Overflow
2011,"JavaScript, CSS, SQL, C#",Other Europe,,35-39,11,Consulting,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Windows 7,I enjoy going to work,"$40,000 - $60,000","Android, Blu-Ray, HDTV, Xbox, Wii","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, SQL, C#",United Kingdom,,35-39,11,Software Products,Start Up (1-25),Web Application Developer,I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","<$10,000",SaaS,Windows 7,So happy it hurts,"$40,000 - $60,000","iPhone, Other netbook, Wii","$1,001-$2,000",Stack Overflow
2011,PHP,Other Europe,,< 20,<2,Web Services,Student,Student,,Purchaser,"Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Web Platform,Mac OS X,FML,Student / Unemployed,"iPhone, Regular Mobile Phone, Other netbook, PS3",">$3,000",Stack Overflow
2011,C#,Other Europe,,20-24,41310,Web Services,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Recommender,Hardware,Don't know,Web Platform,Windows 7,So happy it hurts,"<$20,000","Other Smart Phone, Other netbook, ipod",<$100,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, SQL, C, Perl",Netherlands,,25-29,41310,Foundation / Non-Profit,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Servers, Software, Consultants",Don't know,Web Platform,Mac OS X,I enjoy going to work,"$60,000 - $80,000","iPhone, Other Smart Phone, HDTV, PS3","$1,001-$2,000",Server Fault
2011,,United Kingdom,,20-24,41310,Web Services,,,,,,,,,,,,,
2011,"JavaScript, CSS, PHP, SQL, C#, C++",Germany,,40-50,11,Consulting,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,"Influencer, Recommender","Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Windows XP,It pays the bills,"$40,000 - $60,000","Android, Sony ebook reader",$251-$500,Stack Overflow
2011,"JavaScript, CSS, SQL, C#",Other Europe,,25-29,11,Consulting,Mature Small Business (25-100),Web Application Developer,It's been known to happen,No Involvement,,,Enterprise,Windows 7,It pays the bills,,Regular Mobile Phone,"$1,001-$2,000",Stack Overflow
2011,"C#, C++, C, VB.NET, VB 6, VBScript, VBA",United States of America,Texas,20-24,11,Education,Student,Student,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Enterprise,Mac OS X,FML,Student / Unemployed,iPhone,"$501-$1,000",Stack Overflow
2011,C,India,,25-29,41310,Manufacturing,"Fortune 1000 (1,000+)",Embedded Application Developer,Once in a blue moon,No Involvement,,,Other,Linux,I enjoy going to work,"<$20,000",Regular Mobile Phone,<$100,Stack Overflow
2011,"JavaScript, CSS, PHP, Python, SQL, Perl",United States of America,Washington,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Recommender,"Hardware, Servers, Software","<$10,000",Web Platform,Windows 7,I enjoy going to work,"$20,000 - $40,000",Regular Mobile Phone,"$501-$1,000",Stack Overflow
2011,,North America (Other),,25-29,41310,Software Products,"Other (not working, consultant, etc.)",Desktop Application Developer,It's been known to happen,"Recommender, Purchaser",,,,,,,,,
2011,"SQL, C, Perl, PowerBuilder",Australia,,51-60,11,Fice / Banking,Start Up (1-25),Database Administrator,I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software, Consultants",">$150,000",Enterprise,Linux,So happy it hurts,">$140,000","Regular Mobile Phone, Survey is INCOMPLETE eg there are more MacBooks than iPads","$2,001-$3,000",Stack Overflow
2011,,India,,,,,,,,,,,,,,,,,
2011,None,Other Asia,,30-34,41310,Software Products,Mature Small Business (25-100),IT Staff / System Administrator,It's been known to happen,No Involvement,,,SaaS,Windows 7,I'm not happy in my job,"<$20,000",Other Smart Phone,<$100,Super User
2011,None,United States of America,New Jersey,40-50,<2,Consulting,"Other (not working, consultant, etc.)",Other,It's been known to happen,Recommender,"Hardware, Software",Don't know,Other,Mac OS X,FML,,"Regular Mobile Phone, Other netbook, Wii, iMac, CR-48 ChromeOS notebook","$501-$1,000",Other
2011,"Java, JavaScript, CSS, PHP, SQL",United States of America,California,30-34,11,Education,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,"Influencer, Recommender",Software,Don't know,Web Platform,Mac OS X,It pays the bills,"$100,000 - $120,000","Regular Mobile Phone, HDTV",<$100,Stack Overflow
2011,Java,Canada,,35-39,<2,Consulting,Start Up (1-25),Other,Unless it's stoopid it gets done,Recommender,Other,Don't know,Web Platform,Windows 7,I enjoy going to work,"$40,000 - $60,000","Regular Mobile Phone, iPad","$1,001-$2,000",Stack Overflow
2011,"JavaScript, C#, ColdFusion",India,,25-29,<2,Software Products,Start Up (1-25),Web Application Developer,,No Involvement,,,Web Platform,Windows 7,I enjoy going to work,"<$20,000","Regular Mobile Phone, Other netbook","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C#",United States of America,New York,20-24,41435,Web Services,Student,Web Application Developer,Unless it's stoopid it gets done,No Involvement,,,Web Platform,Windows 7,I enjoy going to work,"<$20,000","Blackberry, Kindle, Xbox","$2,001-$3,000",Stack Overflow
2011,"Java, JavaScript, PHP, Python, SQL, C++, C",United States of America,New York,< 20,41310,Other,Student,Student,I run this place,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Other,Windows XP,I enjoy going to work,Student / Unemployed,"Android, Other Smart Phone, Regular Mobile Phone, HDTV, Other netbook, huh? many more... desktops, laptops, ...","$501-$1,000",Stack Overflow
2011,"Java, CSS, PHP",Canada,,25-29,<2,Software Products,Start Up (1-25),Web Application Developer,I run this place,"Recommender, Approver","Hardware, Servers, Software, Other","<$10,000",Web Platform,Windows 7,So happy it hurts,"$40,000 - $60,000","iPhone, Android, Regular Mobile Phone, Other netbook, Xbox, Wii",$251-$500,Stack Overflow
2011,"PHP, SQL",Other Europe,,20-24,11,Web Services,"Other (not working, consultant, etc.)",Web Application Developer,It's been known to happen,"Influencer, Recommender, Approver, Purchaser, Check Writer, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000, $10,001 - $25,000",SaaS,Windows 7,FML,Student / Unemployed,"Android, Other Smart Phone, Regular Mobile Phone, Other netbook","$501-$1,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Ruby, SQL, C, Scala",Australasia,,20-24,41435,Education,Student,Student,Once in a blue moon,No Involvement,,,Other,Linux,I enjoy going to work,Student / Unemployed,Regular Mobile Phone,<$100,Stack Overflow
2011,,Middle East,,25-29,<2,Retail,"Fortune 1000 (1,000+)",Other,Unless it's stoopid it gets done,Influencer,Software,"$75,001 - $100,000",Web Platform,Windows 7,,,,,
2011,"SQL, VB.NET",United States of America,New Hampshire,25-29,41435,Web Services,Mature Small Business (25-100),Database Administrator,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software",Don't know,SaaS,Windows 7,I enjoy going to work,"$60,000 - $80,000","Blackberry, Blu-Ray","$501-$1,000",Stack Overflow
2011,,United States of America,,,,,,,,,,,,,,,,,
2011,"CSS, PHP",Canada,,51-60,41435,Foundation / Non-Profit,Start Up (1-25),Web Application Developer,Once in a blue moon,No Involvement,,,Web Platform,Windows XP,I'm not happy in my job,Student / Unemployed,"Other Smart Phone, HDTV, Other netbook",">$3,000",Super User
2011,"JavaScript, CSS, SQL, C#, f#",United States of America,Connecticut,20-24,41435,Other,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,"Influencer, Recommender",Software,Don't know,Web Platform,Windows 7,I enjoy going to work,"$60,000 - $80,000","Android, Wii, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"JavaScript, CSS, Python, SQL",Netherlands,,30-34,11,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,"Servers, Software, User Equipment: Monitors, PCs, Laptops",Don't know,Web Platform,Mac OS X,It pays the bills,"$40,000 - $60,000","iPhone, Other netbook, Wii",$100-$250,Stack Overflow
2011,"JavaScript, CSS, PHP",United States of America,Arizona,20-24,41310,Web Services,Student,Student,Once in a blue moon,No Involvement,,,Web Platform,Windows XP,FML,Student / Unemployed,Android,$100-$250,Stack Overflow
