Year,Which languages are you proficient in?,What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,What types of purchases are you involved in?,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",What type of project are you developing?,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
2011,"nan, JavaScript, CSS, PHP, SQL, tcl",Other Europe,,30-34,11,Web Services,Start Up (1-25),Web Application Developer,I run this place,"nan, Approver, Purchaser, Check Writer","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $10,001 - $25,000",Web Platform,Linux,I enjoy going to work,"$60,000 - $80,000","iPhone, iPad, Xbox, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, C#",Other Asia,,25-29,41310,Software Products,Mid Sized (100-999),Server Programmer,It's been known to happen,"nan, No Involvement",nan,nan,Enterprise,Windows 7,It pays the bills,"<$20,000",nan,<$100,Stack Overflow
2011,"nan, Python, R",United States of America,Massachusetts,25-29,41435,Other,"Other (not working, consultant, etc.)",Other,,"nan, Purchaser","Hardware, Servers, Software","nan, $25,001 - $40,000",Other,Mac OS X,I enjoy going to work,,nan,,Stack Overflow
2011,nan,United States of America,,,,,,,,nan,nan,nan,,,,,nan,,
2011,"nan, JavaScript, CSS, PHP, SQL",Africa,,30-34,41435,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"nan, Recommender","nan, Software","nan, Don't know",Web Platform,Linux,I enjoy going to work,"$20,000 - $40,000","nan, Android, Other Smart Phone, Nook, Other netbook","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, C++, C",Africa,,20-24,41310,Consulting,Start Up (1-25),Web Application Developer,I run this place,"nan, Approver, Check Writer","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000",Web Platform,Windows XP,I enjoy going to work,"<$20,000","nan, Regular Mobile Phone, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, PHP, Python, C++, C",Russia,,20-24,41435,Consulting,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",Unless it's stoopid it gets done,"Influencer, Recommender, Approver","nan, Software, Other","nan, $10,001 - $25,000",Web Platform,Windows 7,I'm not happy in my job,"<$20,000","nan, Other Smart Phone","$501-$1,000",Stack Overflow
2011,"Java, CSS, SQL, C#",Middle East,,30-34,41435,Software Products,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software, Consultants","nan, >$150,000",Enterprise,Windows 7,It pays the bills,"$20,000 - $40,000","nan, Nokia N8","$1,001-$2,000",Stack Overflow
2011,nan,Other Asia,,25-29,41310,Software Products,,,,nan,nan,nan,,,,,nan,,
2011,"nan, CSS, PHP, SQL, C#, C++, Perl",United States of America,Michigan,25-29,41435,Education,"Fortune 1000 (1,000+)",IT Staff / System Administrator,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","nan, $100,001 - $150,000",Web Platform,Windows XP,It pays the bills,"$40,000 - $60,000","iPhone, Kindle, Blu-Ray, AppleTV, iPad, PS3","$1,001-$2,000",Server Fault
2011,Java,United Kingdom,,20-24,41310,Finance / Banking,Start Up (1-25),Server Programmer,It's been known to happen,"nan, No Involvement",nan,nan,Enterprise,Windows XP,I enjoy going to work,"$20,000 - $40,000",iPhone,"$1,001-$2,000",Stack Overflow
2011,"Java, CSS, Ruby, C++, C, objective c",Middle East,,40-50,11,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,"nan, Recommender, Approver, Check Writer, I'm a Seller","Hardware, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000",Mobile,Mac OS X,I'm not happy in my job,"<$20,000","iPhone, iPad, Wii",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, Ruby, Perl",Germany,,30-34,11,Consulting,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Web Platform,Mac OS X,I enjoy going to work,"<$20,000",nan,<$100,Stack Overflow
2011,"nan, Perl",Canada,,25-29,41310,Finance / Banking,Mature Small Business (25-100),Desktop Application Developer,Once in a blue moon,"nan, Recommender","nan, Other","nan, Don't know",Mobile,Windows 7,I enjoy going to work,"<$20,000","nan, Android",<$100,None
2011,"nan, C#, Objective-C",Other Europe,,20-24,41310,Software Products,Mid Sized (100-999),Embedded Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Mobile,Mac OS X,I enjoy going to work,"$20,000 - $40,000","iPhone, Android","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP",United Kingdom,,20-24,11,Web Services,Start Up (1-25),Web Application Developer,Once in a blue moon,"nan, No Involvement",nan,nan,Web Platform,Windows 7,It pays the bills,"$20,000 - $40,000","nan, Android",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, PHP",United Kingdom,,20-24,11,Web Services,Start Up (1-25),Web Application Developer,Once in a blue moon,"nan, No Involvement",nan,nan,Web Platform,Windows 7,,,nan,,
2011,"Java, JavaScript, C++, Scala",Other Europe,,25-29,41310,Software Products,Start Up (1-25),Other,It's been known to happen,"nan, No Involvement",nan,nan,Other,Linux,I enjoy going to work,"$40,000 - $60,000","nan, Other Smart Phone, Regular Mobile Phone, Other netbook","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL, ASP 3.0",Other Asia,,25-29,41310,Software Products,Mature Small Business (25-100),Web Application Developer,Once in a blue moon,"nan, Recommender, No Involvement","nan, Consultants, Other","nan, $10,001 - $25,000",Web Platform,Windows XP,It pays the bills,"$20,000 - $40,000","nan, Other Smart Phone","$1,001-$2,000",Stack Overflow
2011,"Java, CSS, Groovy",Other Europe,,25-29,41310,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,"nan, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Mobile,Windows 7,It pays the bills,"$20,000 - $40,000","nan, Regular Mobile Phone, HDTV, Xbox","$1,001-$2,000",Stack Overflow
2011,"Java, C++, C, ada",Middle East,,35-39,11,Other,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,"Influencer, Recommender, Purchaser","Hardware, Software","<$10,000",Enterprise,Windows XP,I enjoy going to work,"$20,000 - $40,000","nan, Other netbook",$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS",Middle East,,25-29,<2,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Web Platform,Windows 7,I enjoy going to work,"$20,000 - $40,000","nan, Android, HDTV, Other gaming system","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United Kingdom,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,I run this place,"nan, Purchaser","nan, Software","<$10,000",Web Platform,Windows 7,I enjoy going to work,"$80,000 - $100,000","iPhone, iPad",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C++, C",Canada,,< 20,<2,Web Services,"Other (not working, consultant, etc.)",Other,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Windows 7,I enjoy going to work,,nan,$251-$500,Stack Overflow
2011,"Java, JavaScript, PHP, C#, C++, C",Other Asia,,25-29,41435,Software Products,Mature Small Business (25-100),Desktop Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Other,Windows XP,I'm not happy in my job,"<$20,000","nan, Regular Mobile Phone, Other netbook",$251-$500,Stack Overflow
2011,"Java, JavaScript, C",Other Europe,,40-50,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender, Approver","Hardware, Servers, Software, Consultants","nan, $25,001 - $40,000",Mobile,Mac OS X,I enjoy going to work,"$100,000 - $120,000","iPhone, Android, Kindle, Blu-Ray, HDTV, iPad, Other netbook, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL",Other Europe,,30-34,41435,Advertising,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Web Platform,Linux,I enjoy going to work,"$60,000 - $80,000","nan, not have",<$100,Stack Overflow
2011,"Java, C++, C, Perl",United States of America,California,20-24,<2,Education,"Other (not working, consultant, etc.)",Other,,"nan, No Involvement",nan,nan,Mobile,Mac OS X,It pays the bills,,"iPhone, Other netbook, Wii","$2,001-$3,000",Stack Overflow
2011,"nan, CSS, PHP",United States of America,Texas,35-39,11,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,"Influencer, I'm a Seller","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Web Platform,Mac OS X,I enjoy going to work,"$80,000 - $100,000","iPhone, iPad","$1,001-$2,000",Stack Overflow
2011,"Java, CSS, PHP, SQL, C#, C++",United States of America,New York,20-24,41310,Web Services,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,"nan, Recommender","nan, Software","nan, Don't know",Web Platform,Windows 7,I enjoy going to work,"$80,000 - $100,000","nan, Android, Kindle",$100-$250,
2011,"nan, Python, C++, C, Objective C",United States of America,Tennessee,20-24,<2,Consulting,Start Up (1-25),Desktop Application Developer,It's been known to happen,Influencer,"Hardware, Software, User Equipment: Monitors, PCs, Laptops","nan, $41,000 - $75,000",Mobile,Mac OS X,I enjoy going to work,"$60,000 - $80,000","iPhone, Kindle, HDTV, AppleTV, iPad",">$3,000",Stack Overflow
2011,"nan, None",United States of America,Illinois,35-39,11,Finance / Banking,"Fortune 1000 (1,000+)",IT Staff / System Administrator,It's been known to happen,"Influencer, Recommender, Purchaser","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, $41,000 - $75,000, $75,001 - $100,000, $100,001 - $150,000",Enterprise,Linux,I enjoy going to work,"$80,000 - $100,000","nan, Blackberry, Xbox","$1,001-$2,000",Stack Overflow
2011,"Java, CSS, C#",United States of America,Oregon,< 20,<2,Other,Student,Student,It's been known to happen,"Influencer, Recommender, Purchaser","nan, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Windows Vista,I enjoy going to work,Student / Unemployed,"nan, Regular Mobile Phone, Wii",<$100,Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#, HTML",United States of America,California,< 20,41435,Web Services,Start Up (1-25),Web Application Developer,I run this place,"nan, Recommender","Hardware, Servers, Software","<$10,000",Web Platform,Windows 7,So happy it hurts,Student / Unemployed,"nan, Regular Mobile Phone",$100-$250,Stack Overflow
2011,"Java, Ruby, SQL, C++, C",Canada,,25-29,<2,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Mac OS X,It pays the bills,"$40,000 - $60,000","iPhone, AppleTV, iPad, PS3, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Python",Middle East,,20-24,41310,Software Products,Mature Small Business (25-100),Web Application Developer,I run this place,"Influencer, Recommender","Hardware, Servers, Software, Other","nan, Don't know",Web Platform,Linux,It pays the bills,"$20,000 - $40,000","iPhone, Regular Mobile Phone",$100-$250,Stack Overflow
2011,Java,Other Asia,,20-24,<2,Web Services,Start Up (1-25),Student,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Windows 7,I enjoy going to work,,"nan, Regular Mobile Phone",$100-$250,Programmers Stack Exchange
2011,"nan, C#",United States of America,New York,35-39,11,Finance / Banking,Mature Small Business (25-100),IT Manager,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser","nan, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $10,001 - $25,000",Enterprise,Windows 7,I enjoy going to work,">$140,000","nan, Kindle, Xbox, WP7","$1,001-$2,000",Stack Overflow
2011,"Java, CSS, PHP, Python, Ruby, C++, C, Perl, name it.",United States of America,Washington,25-29,41435,Other,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, User Equipment: Monitors, PCs, Laptops, Other","nan, Don't know",Web Platform,Linux,It pays the bills,Student / Unemployed,"nan, Blu-Ray, PS3, Other gaming system","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Ruby, SQL, C++, Perl",Germany,,< 20,41310,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Web Platform,Linux,I enjoy going to work,"<$20,000","nan, Android, HDTV, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, PHP, Ruby, SQL, C++, C, Objective-C",United States of America,New York,20-24,41310,Gaming,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Mobile,Mac OS X,So happy it hurts,"$60,000 - $80,000","iPhone, Blackberry, Blu-Ray, HDTV, iPad, PS3","$2,001-$3,000",Stack Overflow
2011,"nan, CSS, HTML",United States of America,California,30-34,41435,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,Influencer,"nan, Software","nan, Don't know",Web Platform,Mac OS X,So happy it hurts,"$60,000 - $80,000","iPhone, HDTV",$251-$500,Stack Overflow
2011,"nan, CSS, PHP, SQL, C#, ABAP",United States of America,Illinois,25-29,41435,Manufacturing,"Fortune 1000 (1,000+)",Systems Analyst,It's been known to happen,"nan, No Involvement",nan,nan,Enterprise,Windows 7,I enjoy going to work,"$60,000 - $80,000","nan, Regular Mobile Phone","$1,001-$2,000",Stack Overflow
2011,"Java, CSS, Ruby, C, Shell Scripting, Objective-C",United States of America,Arkansas,< 20,<2,Software Products,Student,Desktop Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Other,Mac OS X,So happy it hurts,Student / Unemployed,"iPhone, Blu-Ray",<$100,Super User
2011,"Java, JavaScript, CSS, Ruby",Other Europe,,30-34,41435,Software Products,Mature Small Business (25-100),Other,Once in a blue moon,"nan, No Involvement",nan,nan,Mobile,Windows 7,It pays the bills,"<$20,000","nan, Regular Mobile Phone, HDTV, iPod Touch","$2,001-$3,000",Stack Overflow
2011,"nan, JavaScript, SQL, C#, VB",United States of America,Colorado,40-50,11,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,Once in a blue moon,"nan, Recommender","Hardware, Software","nan, Don't know",Enterprise,Windows 7,It pays the bills,"$60,000 - $80,000","nan, Blackberry, Xbox",">$3,000",Programmers Stack Exchange
2011,"Java, PHP, SQL, C#, C++, C",Other Europe,,30-34,41435,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","nan, $41,000 - $75,000",Other,Windows 7,I enjoy going to work,"$80,000 - $100,000","iPhone, HDTV, Other netbook, Other gaming system","$501-$1,000",Stack Overflow
2011,"Java, CSS, PHP, C++, C, x86 assembler OO-pascal",Other Asia,,40-50,11,Software Products,Start Up (1-25),Embedded Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver, Check Writer","Hardware, Servers, Software, Other","nan, $25,001 - $40,000",Web Platform,Linux,So happy it hurts,,"nan, Regular Mobile Phone, Other netbook, android slate","$1,001-$2,000",Stack Overflow
2011,"nan, SQL, C#",United States of America,Washington,30-34,41435,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,"Influencer, Recommender, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $100,001 - $150,000",Other,Windows 7,I enjoy going to work,"$120,000 - $140,000","iPhone, Other Smart Phone, HDTV, Xbox",">$3,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL, C++, C, None, Pascal, Assembler",Canada,,30-34,11,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,"Influencer, Recommender, Approver, Purchaser, No Involvement","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Other","<$10,000",Other,Windows 7,I enjoy going to work,Student / Unemployed,"nan, PS3, Other gaming system, misc",$100-$250,Super User
2011,"nan, JavaScript, CSS, PHP, Python, SQL, C++, C, Lua",South America,,40-50,11,Consulting,Mid Sized (100-999),Manager of Developers or Team Leader,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, Consultants","nan, $10,001 - $25,000",SaaS,Linux,It pays the bills,"$20,000 - $40,000","nan, Blackberry, Regular Mobile Phone, Blu-Ray, HDTV, Other netbook","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,Illinois,25-29,41435,Web Services,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser, Check Writer","Hardware, Software, Consultants","nan, $10,001 - $25,000",Web Platform,Windows 7,I enjoy going to work,,"nan, Android, Kindle, HDTV, Xbox, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, SQL, C#",South America,,20-24,41310,Education,"Other (not working, consultant, etc.)",Student,Unless it's stoopid it gets done,"nan, Recommender","nan, Other","<$10,000",Enterprise,Windows 7,It pays the bills,Student / Unemployed,"nan, Android, Kindle, Other netbook","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,New Jersey,30-34,41435,Finance / Banking,Mature Small Business (25-100),Other,It's been known to happen,Influencer,"nan, Software","<$10,000",Enterprise,Windows 7,It pays the bills,"$120,000 - $140,000","iPhone, Kindle",">$3,000",Stack Overflow
